HS_2534,SC_2534,BAp_2534,BAo_2534,GD_2534,White_2534,Black_2534,Hisp_2534,NE_2534,MA_2534,Midwest_2534,South_2534,Mountain_2534,Pacific_2534,poor_2534,mid_2534,rich_2534,nokids_HS_2534,nokids_SC_2534,nokids_BAp_2534,nokids_BAo_2534,nokids_GD_2534,kids_HS_2534,kids_SC_2534,kids_BAp_2534,kids_BAo_2534,kids_GD_2534,nokids_poor_2534,nokids_mid_2534,nokids_rich_2534,kids_poor_2534,kids_mid_2534,kids_rich_2534,score,pesos,MP,classificacao
0,0.6065432288042463,0,0,0.6232560327746626,0.6262019760882166,0,0.6047959402892891,0,0,0,0,0,0,0.4250974866145632,0,0.6785247813125838,0.3355989406837716,0,0.3925518252623262,0.3722162412963226,0,0.8179595519886032,0,0,0.9399058101648491,0,0.24425184511251516,0.37063356024344496,0,0.6619351998980493,0,0.9613568109082448,8.660831,19.81059761397362,0.43718171297825914,IMPROVAVEL
0,0.6065432288042463,0.5826847429340452,0.5666234348219533,0,0.6262019760882166,0.3928774848903957,0,0,0.5081680890358242,0,0.6196116507374831,0.636489791900796,0.5581111981232817,0,0,0.6785247813125838,0,0,0,0,0.4445295091057513,0,0.8513239752341559,0,0.9399058101648491,0.9647748945420278,0,0,0,0.6619351998980493,0.9048728922110071,0,10.543179,19.81059761397362,0.5321989374294925,PROVAVEL
0.5776576491728649,0,0.5826847429340452,0.5666234348219533,0,0,0,0.6047959402892891,0,0.5081680890358242,0,0.6196116507374831,0,0.5581111981232817,0,0,0,0.3355989406837716,0.3658713372758481,0,0,0.4445295091057513,0,0.8513239752341559,0.9470287171828076,0.9399058101648491,0.9647748945420278,0.24425184511251516,0.37063356024344496,0.4760499809731106,0,0,0,9.957623,19.81059761397362,0.5026412223413332,PROVAVEL
0.5776576491728649,0,0,0.5666234348219533,0.6232560327746626,0.6262019760882166,0.3928774848903957,0.6047959402892891,0.5207378187676579,0.5081680890358242,0,0.6196116507374831,0.636489791900796,0.5581111981232817,0.4250974866145632,0.6267862552529242,0,0,0.3658713372758481,0.3925518252623262,0.3722162412963226,0.4445295091057513,0.8179595519886032,0,0.9470287171828076,0.9399058101648491,0,0,0.37063356024344496,0.4760499809731106,0,0,0,12.413163,19.81059761397362,0.6265920514807812,PROVAVEL
0.5776576491728649,0.6065432288042463,0,0.5666234348219533,0.6232560327746626,0,0.3928774848903957,0.6047959402892891,0,0.5081680890358242,0.6055689603699992,0,0.636489791900796,0,0,0,0,0,0,0.3925518252623262,0,0,0.8179595519886032,0,0.9470287171828076,0.9399058101648491,0,0.24425184511251516,0.37063356024344496,0,0.6619351998980493,0,0.9613568109082448,10.457605,19.81059761397362,0.5278793302340165,PROVAVEL
0.5776576491728649,0,0.5826847429340452,0,0.6232560327746626,0.6262019760882166,0.3928774848903957,0.6047959402892891,0,0.5081680890358242,0.6055689603699992,0,0.636489791900796,0,0.4250974866145632,0,0.6785247813125838,0,0.3658713372758481,0,0,0,0,0,0,0,0,0.24425184511251516,0,0.4760499809731106,0.6619351998980493,0,0,8.009431,19.81059761397362,0.40430032228560636,IMPROVAVEL
0.5776576491728649,0,0,0.5666234348219533,0,0.6262019760882166,0,0.6047959402892891,0,0.5081680890358242,0,0,0,0,0,0,0,0.3355989406837716,0,0.3925518252623262,0.3722162412963226,0.4445295091057513,0.8179595519886032,0,0,0,0,0.24425184511251516,0.37063356024344496,0.4760499809731106,0.6619351998980493,0,0,6.999175,19.81059761397362,0.3533045865846599,IMPROVAVEL
0.5776576491728649,0.6065432288042463,0,0.5666234348219533,0,0,0,0,0.5207378187676579,0,0.6055689603699992,0.6196116507374831,0.636489791900796,0.5581111981232817,0.4250974866145632,0.6267862552529242,0.6785247813125838,0,0.3658713372758481,0,0,0,0.8179595519886032,0.8513239752341559,0.9470287171828076,0,0,0.24425184511251516,0,0,0,0.9048728922110071,0,10.553062,19.81059761397362,0.5326978118295778,PROVAVEL
0,0,0,0.5666234348219533,0.6232560327746626,0.6262019760882166,0,0.6047959402892891,0,0,0,0,0,0,0,0,0,0,0.3658713372758481,0,0.3722162412963226,0,0,0.8513239752341559,0,0,0.9647748945420278,0.24425184511251516,0,0,0,0.9048728922110071,0,6.124189,19.81059761397362,0.3091370144068868,IMPROVAVEL
0.5776576491728649,0.6065432288042463,0.5826847429340452,0.5666234348219533,0.6232560327746626,0.6262019760882166,0,0,0.5207378187676579,0,0,0,0.636489791900796,0.5581111981232817,0.4250974866145632,0.6267862552529242,0.6785247813125838,0.3355989406837716,0.3658713372758481,0,0.3722162412963226,0.4445295091057513,0,0,0,0.9399058101648491,0.9647748945420278,0.24425184511251516,0.37063356024344496,0.4760499809731106,0.6619351998980493,0.9048728922110071,0,13.109355,19.81059761397362,0.661734454227326,PROVAVEL
0,0,0.5826847429340452,0,0,0.6262019760882166,0.3928774848903957,0.6047959402892891,0.5207378187676579,0,0,0,0,0.5581111981232817,0.4250974866145632,0,0,0.3355989406837716,0.3658713372758481,0.3925518252623262,0,0,0,0,0.9470287171828076,0.9399058101648491,0.9647748945420278,0.24425184511251516,0,0.4760499809731106,0,0,0,8.376541,19.81059761397362,0.42283131297823723,IMPROVAVEL
0,0.6065432288042463,0.5826847429340452,0,0,0.6262019760882166,0,0,0.5207378187676579,0,0,0.6196116507374831,0.636489791900796,0,0.4250974866145632,0.6267862552529242,0.6785247813125838,0,0,0,0,0,0,0.8513239752341559,0,0,0.9647748945420278,0,0,0,0.6619351998980493,0,0.9613568109082448,8.762069,19.81059761397362,0.4422920080825618,IMPROVAVEL
0,0,0.5826847429340452,0.5666234348219533,0,0.6262019760882166,0.3928774848903957,0.6047959402892891,0.5207378187676579,0,0.6055689603699992,0.6196116507374831,0.636489791900796,0,0,0.6267862552529242,0,0,0.3658713372758481,0,0.3722162412963226,0.4445295091057513,0,0.8513239752341559,0.9470287171828076,0.9399058101648491,0,0,0,0,0.6619351998980493,0.9048728922110071,0.9613568109082448,12.231419,19.81059761397362,0.6174179718522189,PROVAVEL
0.5776576491728649,0,0.5826847429340452,0.5666234348219533,0.6232560327746626,0,0.3928774848903957,0,0.5207378187676579,0,0.6055689603699992,0,0,0.5581111981232817,0,0,0.6785247813125838,0.3355989406837716,0,0.3925518252623262,0,0.4445295091057513,0,0,0.9470287171828076,0,0,0.24425184511251516,0,0,0,0,0,7.470003,19.81059761397362,0.37707105790341994,IMPROVAVEL
0.5776576491728649,0.6065432288042463,0.5826847429340452,0,0.6232560327746626,0,0,0.6047959402892891,0.5207378187676579,0.5081680890358242,0.6055689603699992,0,0,0.5581111981232817,0,0.6267862552529242,0,0.3355989406837716,0,0.3925518252623262,0.3722162412963226,0.4445295091057513,0.8179595519886032,0,0,0,0.9647748945420278,0.24425184511251516,0.37063356024344496,0.4760499809731106,0.6619351998980493,0,0,10.894812,19.81059761397362,0.5499486796054667,PROVAVEL
0,0.6065432288042463,0.5826847429340452,0,0.6232560327746626,0,0.3928774848903957,0.6047959402892891,0.5207378187676579,0.5081680890358242,0,0,0.636489791900796,0,0,0,0,0,0.3658713372758481,0,0.3722162412963226,0,0,0,0,0.9399058101648491,0.9647748945420278,0,0,0.4760499809731106,0,0.9048728922110071,0,8.499245,19.81059761397362,0.42902516953880104,IMPROVAVEL
0,0.6065432288042463,0,0.5666234348219533,0.6232560327746626,0.6262019760882166,0,0,0.5207378187676579,0,0.6055689603699992,0,0.636489791900796,0,0.4250974866145632,0,0.6785247813125838,0.3355989406837716,0,0.3925518252623262,0,0,0.8179595519886032,0.8513239752341559,0.9470287171828076,0.9399058101648491,0,0.24425184511251516,0.37063356024344496,0,0.6619351998980493,0.9048728922110071,0,11.755107,19.81059761397362,0.5933746790005168,PROVAVEL
0.5776576491728649,0.6065432288042463,0,0.5666234348219533,0.6232560327746626,0,0.3928774848903957,0.6047959402892891,0,0.5081680890358242,0.6055689603699992,0,0.636489791900796,0.5581111981232817,0,0,0.6785247813125838,0,0,0.3925518252623262,0.3722162412963226,0.4445295091057513,0,0.8513239752341559,0,0,0.9647748945420278,0.24425184511251516,0,0,0.6619351998980493,0.9048728922110071,0,11.195073,19.81059761397362,0.5651052642704445,PROVAVEL
0,0,0.5826847429340452,0,0.6232560327746626,0,0,0.6047959402892891,0,0,0.6055689603699992,0.6196116507374831,0,0.5581111981232817,0,0.6267862552529242,0,0.3355989406837716,0.3658713372758481,0.3925518252623262,0,0,0.8179595519886032,0.8513239752341559,0,0.9399058101648491,0.9647748945420278,0,0,0,0.6619351998980493,0,0.9613568109082448,10.512094,19.81059761397362,0.5306298277738567,PROVAVEL
0,0.6065432288042463,0,0.5666234348219533,0,0,0,0,0.5207378187676579,0,0,0,0,0,0.4250974866145632,0.6267862552529242,0,0,0.3658713372758481,0,0,0,0,0.8513239752341559,0.9470287171828076,0.9399058101648491,0.9647748945420278,0.24425184511251516,0,0.4760499809731106,0.6619351998980493,0,0.9613568109082448,9.158288,19.81059761397362,0.46229236383763117,IMPROVAVEL
0.5776576491728649,0,0,0.5666234348219533,0,0,0,0.6047959402892891,0.5207378187676579,0,0.6055689603699992,0,0.636489791900796,0,0.4250974866145632,0.6267862552529242,0.6785247813125838,0,0,0.3925518252623262,0,0.4445295091057513,0,0.8513239752341559,0,0,0.9647748945420278,0,0.37063356024344496,0,0,0,0,8.266096,19.81059761397362,0.41725626662415366,IMPROVAVEL
0.5776576491728649,0.6065432288042463,0.5826847429340452,0,0.6232560327746626,0.6262019760882166,0,0.6047959402892891,0.5207378187676579,0.5081680890358242,0.6055689603699992,0,0,0.5581111981232817,0.4250974866145632,0,0.6785247813125838,0.3355989406837716,0.3658713372758481,0,0.3722162412963226,0.4445295091057513,0,0.8513239752341559,0.9470287171828076,0,0.9647748945420278,0.24425184511251516,0.37063356024344496,0,0.6619351998980493,0.9048728922110071,0,13.380386,19.81059761397362,0.675415565987873,PROVAVEL
0.5776576491728649,0.6065432288042463,0,0,0.6232560327746626,0.6262019760882166,0,0.6047959402892891,0.5207378187676579,0.5081680890358242,0,0,0.636489791900796,0.5581111981232817,0.4250974866145632,0.6267862552529242,0.6785247813125838,0.3355989406837716,0,0,0.3722162412963226,0,0,0.8513239752341559,0.9470287171828076,0.9399058101648491,0.9647748945420278,0.24425184511251516,0,0.4760499809731106,0.6619351998980493,0.9048728922110071,0.9613568109082448,14.651686,19.81059761397362,0.73958828933385,PROVAVEL
0,0.6065432288042463,0,0,0,0,0.3928774848903957,0.6047959402892891,0,0.5081680890358242,0.6055689603699992,0.6196116507374831,0,0.5581111981232817,0,0.6267862552529242,0,0,0.3658713372758481,0.3925518252623262,0,0,0.8179595519886032,0,0.9470287171828076,0,0,0.24425184511251516,0,0,0,0.9048728922110071,0,8.195,19.81059761397362,0.4136674803903729,IMPROVAVEL
0,0,0.5826847429340452,0,0,0.6262019760882166,0,0,0.5207378187676579,0.5081680890358242,0,0.6196116507374831,0,0.5581111981232817,0.4250974866145632,0.6267862552529242,0,0.3355989406837716,0,0,0.3722162412963226,0,0.8179595519886032,0.8513239752341559,0.9470287171828076,0.9399058101648491,0,0.24425184511251516,0,0,0,0,0,8.975685,19.81059761397362,0.45307492357872653,IMPROVAVEL
0.5776576491728649,0.6065432288042463,0.5826847429340452,0.5666234348219533,0.6232560327746626,0.6262019760882166,0.3928774848903957,0,0,0.5081680890358242,0,0,0,0.5581111981232817,0.4250974866145632,0.6267862552529242,0.6785247813125838,0,0.3658713372758481,0.3925518252623262,0.3722162412963226,0.4445295091057513,0.8179595519886032,0.8513239752341559,0.9470287171828076,0,0.9647748945420278,0.24425184511251516,0.37063356024344496,0.4760499809731106,0,0.9048728922110071,0.9613568109082448,14.885955,19.81059761397362,0.7514137276454512,MUITO PROVAVEL
0,0.6065432288042463,0.5826847429340452,0,0.6232560327746626,0,0.3928774848903957,0.6047959402892891,0.5207378187676579,0,0.6055689603699992,0,0.636489791900796,0,0.4250974866145632,0,0.6785247813125838,0,0.3658713372758481,0,0.3722162412963226,0,0.8179595519886032,0,0,0,0,0.24425184511251516,0.37063356024344496,0.4760499809731106,0,0.9048728922110071,0.9613568109082448,10.18979,19.81059761397362,0.51436055582758,PROVAVEL
0.5776576491728649,0,0,0.5666234348219533,0,0.6262019760882166,0,0,0.5207378187676579,0,0,0,0.636489791900796,0,0.4250974866145632,0.6267862552529242,0,0.3355989406837716,0,0,0,0,0,0,0.9470287171828076,0,0,0.24425184511251516,0,0.4760499809731106,0.6619351998980493,0.9048728922110071,0.9613568109082448,8.510689,19.81059761397362,0.4296028401483907,IMPROVAVEL
0,0,0.5826847429340452,0,0.6232560327746626,0.6262019760882166,0.3928774848903957,0.6047959402892891,0,0,0,0.6196116507374831,0,0,0.4250974866145632,0,0.6785247813125838,0.3355989406837716,0,0.3925518252623262,0.3722162412963226,0.4445295091057513,0,0,0.9470287171828076,0,0.9647748945420278,0,0.37063356024344496,0.4760499809731106,0.6619351998980493,0.9048728922110071,0,10.423243,19.81059761397362,0.5261448040642576,PROVAVEL
0,0,0.5826847429340452,0,0.6232560327746626,0.6262019760882166,0,0,0,0.5081680890358242,0,0.6196116507374831,0.636489791900796,0.5581111981232817,0.4250974866145632,0,0,0,0.3658713372758481,0.3925518252623262,0.3722162412963226,0,0,0.8513239752341559,0.9470287171828076,0,0,0,0,0,0,0,0,7.508613,19.81059761397362,0.3790200147573397,IMPROVAVEL
0,0,0.5826847429340452,0.5666234348219533,0,0.6262019760882166,0,0,0.5207378187676579,0,0.6055689603699992,0,0,0.5581111981232817,0.4250974866145632,0.6267862552529242,0,0,0,0.3925518252623262,0,0.4445295091057513,0,0.8513239752341559,0.9470287171828076,0,0,0,0.37063356024344496,0,0,0.9048728922110071,0,8.422753,19.81059761397362,0.4251640038389816,IMPROVAVEL
0.5776576491728649,0.6065432288042463,0,0,0,0.6262019760882166,0,0,0.5207378187676579,0.5081680890358242,0,0,0.636489791900796,0,0.4250974866145632,0.6267862552529242,0,0,0,0,0,0.4445295091057513,0,0,0,0.9399058101648491,0.9647748945420278,0.24425184511251516,0,0.4760499809731106,0.6619351998980493,0,0.9613568109082448,9.220487,19.81059761397362,0.4654320470118594,IMPROVAVEL
0,0,0.5826847429340452,0.5666234348219533,0,0.6262019760882166,0,0.6047959402892891,0.5207378187676579,0,0.6055689603699992,0,0,0,0.4250974866145632,0,0.6785247813125838,0,0.3658713372758481,0,0,0.4445295091057513,0,0,0,0,0,0,0,0,0.6619351998980493,0.9048728922110071,0.9613568109082448,7.948801,19.81059761397362,0.40123983914514655,IMPROVAVEL
0.5776576491728649,0.6065432288042463,0.5826847429340452,0.5666234348219533,0.6232560327746626,0,0.3928774848903957,0.6047959402892891,0.5207378187676579,0.5081680890358242,0,0,0.636489791900796,0.5581111981232817,0,0.6267862552529242,0,0,0.3658713372758481,0,0.3722162412963226,0.4445295091057513,0,0,0.9470287171828076,0.9399058101648491,0,0,0,0.4760499809731106,0,0,0.9613568109082448,11.311691,19.81059761397362,0.5709919115222034,PROVAVEL
0,0,0,0,0,0,0,0.6047959402892891,0,0,0.6055689603699992,0.6196116507374831,0,0.5581111981232817,0,0.6267862552529242,0.6785247813125838,0.3355989406837716,0.3658713372758481,0,0,0.4445295091057513,0,0,0.9470287171828076,0.9399058101648491,0.9647748945420278,0,0,0,0,0.9048728922110071,0.9613568109082448,9.557339,19.81059761397362,0.4824356733821411,IMPROVAVEL
0.5776576491728649,0,0.5826847429340452,0,0.6232560327746626,0,0,0,0,0,0,0.6196116507374831,0,0,0.4250974866145632,0.6267862552529242,0,0.3355989406837716,0.3658713372758481,0,0,0.4445295091057513,0,0,0.9470287171828076,0,0,0,0,0,0.6619351998980493,0,0.9613568109082448,7.171415,19.81059761397362,0.36199892298764197,IMPROVAVEL
0.5776576491728649,0,0,0,0,0,0.3928774848903957,0,0.5207378187676579,0,0.6055689603699992,0,0.636489791900796,0.5581111981232817,0.4250974866145632,0.6267862552529242,0.6785247813125838,0,0,0.3925518252623262,0,0,0.8179595519886032,0.8513239752341559,0,0.9399058101648491,0.9647748945420278,0,0.37063356024344496,0,0.6619351998980493,0,0.9613568109082448,10.982294,19.81059761397362,0.5543645988878962,PROVAVEL
0,0,0,0.5666234348219533,0,0,0.3928774848903957,0,0.5207378187676579,0.5081680890358242,0.6055689603699992,0,0,0,0,0,0,0.3355989406837716,0.3658713372758481,0.3925518252623262,0,0.4445295091057513,0.8179595519886032,0.8513239752341559,0.9470287171828076,0,0.9647748945420278,0,0.37063356024344496,0,0.6619351998980493,0,0.9613568109082448,9.707541,19.81059761397362,0.4900175748939891,IMPROVAVEL
0.5776576491728649,0.6065432288042463,0,0,0,0,0,0,0,0.5081680890358242,0,0,0,0,0.4250974866145632,0,0,0.3355989406837716,0,0,0.3722162412963226,0.4445295091057513,0.8179595519886032,0.8513239752341559,0,0,0,0,0,0.4760499809731106,0.6619351998980493,0,0,6.07708,19.81059761397362,0.30675904475054633,IMPROVAVEL
0,0.6065432288042463,0.5826847429340452,0.5666234348219533,0.6232560327746626,0,0,0.6047959402892891,0,0.5081680890358242,0,0,0.636489791900796,0,0.4250974866145632,0.6267862552529242,0.6785247813125838,0,0,0.3925518252623262,0.3722162412963226,0,0.8179595519886032,0,0.9470287171828076,0.9399058101648491,0.9647748945420278,0.24425184511251516,0.37063356024344496,0.4760499809731106,0.6619351998980493,0,0,12.046279,19.81059761397362,0.6080724688236071,PROVAVEL
0,0.6065432288042463,0.5826847429340452,0.5666234348219533,0.6232560327746626,0,0.3928774848903957,0,0.5207378187676579,0,0,0,0.636489791900796,0,0.4250974866145632,0,0,0.3355989406837716,0,0.3925518252623262,0.3722162412963226,0.4445295091057513,0,0,0,0,0,0,0.37063356024344496,0.4760499809731106,0,0,0.9613568109082448,7.707248,19.81059761397362,0.389046718841213,IMPROVAVEL
0,0,0.5826847429340452,0.5666234348219533,0,0,0.3928774848903957,0.6047959402892891,0,0.5081680890358242,0,0.6196116507374831,0.636489791900796,0.5581111981232817,0,0.6267862552529242,0.6785247813125838,0,0,0,0.3722162412963226,0.4445295091057513,0,0.8513239752341559,0,0,0,0,0,0.4760499809731106,0,0,0,7.918793,19.81059761397362,0.39972509433104597,IMPROVAVEL
0,0.6065432288042463,0.5826847429340452,0,0,0,0.3928774848903957,0.6047959402892891,0.5207378187676579,0,0,0.6196116507374831,0,0,0,0,0.6785247813125838,0,0,0,0,0.4445295091057513,0,0,0.9470287171828076,0,0,0.24425184511251516,0,0.4760499809731106,0.6619351998980493,0,0.9613568109082448,7.740928,19.81059761397362,0.3907468189924696,IMPROVAVEL
0.5776576491728649,0,0.5826847429340452,0.5666234348219533,0.6232560327746626,0.6262019760882166,0,0.6047959402892891,0.5207378187676579,0,0.6055689603699992,0.6196116507374831,0.636489791900796,0.5581111981232817,0.4250974866145632,0,0,0.3355989406837716,0,0.3925518252623262,0,0,0,0,0,0,0,0,0.37063356024344496,0.4760499809731106,0.6619351998980493,0.9048728922110071,0,10.08848,19.81059761397362,0.5092466263049017,PROVAVEL
0,0.6065432288042463,0.5826847429340452,0.5666234348219533,0.6232560327746626,0,0.3928774848903957,0,0,0.5081680890358242,0.6055689603699992,0,0.636489791900796,0.5581111981232817,0.4250974866145632,0.6267862552529242,0,0.3355989406837716,0,0,0,0.4445295091057513,0.8179595519886032,0,0,0.9399058101648491,0,0.24425184511251516,0.37063356024344496,0.4760499809731106,0,0.9048728922110071,0,10.66601,19.81059761397362,0.5383992047002466,PROVAVEL
0,0,0.5826847429340452,0,0,0.6262019760882166,0.3928774848903957,0.6047959402892891,0.5207378187676579,0,0,0.6196116507374831,0,0,0.4250974866145632,0,0.6785247813125838,0,0,0.3925518252623262,0.3722162412963226,0,0,0,0.9470287171828076,0,0.9647748945420278,0.24425184511251516,0,0.4760499809731106,0.6619351998980493,0.9048728922110071,0,9.414214,19.81059761397362,0.4752110049097954,IMPROVAVEL
0.5776576491728649,0,0.5826847429340452,0,0,0,0,0,0,0.5081680890358242,0.6055689603699992,0,0,0.5581111981232817,0,0.6267862552529242,0,0.3355989406837716,0.3658713372758481,0.3925518252623262,0.3722162412963226,0.4445295091057513,0,0.8513239752341559,0.9470287171828076,0.9399058101648491,0.9647748945420278,0,0.37063356024344496,0,0.6619351998980493,0.9048728922110071,0,11.010221,19.81059761397362,0.5557742989153351,PROVAVEL
0.5776576491728649,0,0,0.5666234348219533,0.6232560327746626,0.6262019760882166,0.3928774848903957,0,0,0.5081680890358242,0,0.6196116507374831,0,0.5581111981232817,0.4250974866145632,0,0.6785247813125838,0,0,0.3925518252623262,0.3722162412963226,0,0.8179595519886032,0.8513239752341559,0.9470287171828076,0.9399058101648491,0.9647748945420278,0.24425184511251516,0,0.4760499809731106,0,0,0,11.582194,19.81059761397362,0.5846463708813293,PROVAVEL
0.5776576491728649,0.6065432288042463,0,0,0,0.6262019760882166,0.3928774848903957,0,0,0.5081680890358242,0,0,0.636489791900796,0.5581111981232817,0,0,0,0.3355989406837716,0,0.3925518252623262,0.3722162412963226,0,0,0,0,0.9399058101648491,0.9647748945420278,0.24425184511251516,0.37063356024344496,0,0,0.9048728922110071,0,8.430856,19.81059761397362,0.4255730273403365,IMPROVAVEL
0.5776576491728649,0,0.5826847429340452,0,0.6232560327746626,0,0.3928774848903957,0.6047959402892891,0,0,0,0.6196116507374831,0,0.5581111981232817,0,0,0.6785247813125838,0.3355989406837716,0,0,0.3722162412963226,0,0.8179595519886032,0.8513239752341559,0.9470287171828076,0,0.9647748945420278,0.24425184511251516,0,0,0.6619351998980493,0,0,9.83261,19.81059761397362,0.49633081200258505,IMPROVAVEL
0,0,0.5826847429340452,0.5666234348219533,0,0,0.3928774848903957,0,0.5207378187676579,0.5081680890358242,0,0.6196116507374831,0.636489791900796,0.5581111981232817,0.4250974866145632,0,0.6785247813125838,0.3355989406837716,0.3658713372758481,0,0.3722162412963226,0.4445295091057513,0,0,0,0.9399058101648491,0.9647748945420278,0.24425184511251516,0.37063356024344496,0.4760499809731106,0,0,0.9613568109082448,10.964117,19.81059761397362,0.5534470596821542,PROVAVEL
0,0.6065432288042463,0,0,0,0.6262019760882166,0.3928774848903957,0,0,0,0,0.6196116507374831,0.636489791900796,0,0.4250974866145632,0,0.6785247813125838,0.3355989406837716,0,0.3925518252623262,0,0.4445295091057513,0,0,0.9470287171828076,0,0,0.24425184511251516,0,0,0.6619351998980493,0.9048728922110071,0.9613568109082448,8.877473,19.81059761397362,0.4481173750022654,IMPROVAVEL
